user_id,nickname,sex,sign,avatar,last_modify_ts,total_fans,total_liked,user_rank,is_official
3706996389840951,鹤鹿问仙2026,保密,"把千年玄学，写成代码。
把神秘主义，跑在云端。
在这里，我是你的AI命理师。
欢迎见证，一次来自硅基文明的窥探天机。",https://i0.hdslb.com/bfs/face/14b4c7df6cb89021b22b8fe701bb5b0a87c2a6c6.jpg,1779851068785,2,5,2,-1
1643731885,丙午-_-,男,关注当下,https://i1.hdslb.com/bfs/face/96815ba10093b6823eea8c563fd5263946736a63.jpg,1779851068793,21,105,5,-1
1442991790,自拍即是全家福,保密,一个玄学整活区UP，宝贝们多多关照！举报我的人这辈子发不了财,https://i1.hdslb.com/bfs/face/31e2c8345574bc018a1f832c8aa4ebe8eb325fbd.jpg,1779851068801,9387,76627,4,-1
3706931598329938,道系青年Wilson_,男,命理爱好者 | 用科学态度探索东方智慧,https://i1.hdslb.com/bfs/face/24e1b5c5d0bdc9c234aa268e2393a793cc4922d6.jpg,1779853685891,7452,3845,3,-1
1792202874,灵机子哦,男,"看剧本chenchao2378——晚10点就睡，保命要紧啊！
兼新房置业顾问 保险理财",https://i0.hdslb.com/bfs/face/e8d387e34808a43ddc6f2c0cea8b88035563a567.jpg,1779853685904,109055,241087,6,0
3493293488867684,米核AI大琪,保密,学习/定制/合作，找【mvp66558】。希望帮助每个零基础小白学会coze搭建，因为这是我的来时路，持续进化中?,https://i2.hdslb.com/bfs/face/c11aeabea89ab0c25a33db8997a852c64dc9f5af.jpg,1779853685917,3681,5184,4,-1
1784854,小酌一杯cho,保密,谢谢你的关注和陪伴。 我会继续认真做内容，不辜负每一次点进来的人。,https://i1.hdslb.com/bfs/face/64adb31f47dbe1270d350e22f6e5e2401c02908d.jpg,1779853685929,3548,13169,6,-1
1009654589,沐水䝨森,男,想学可以联系老师,https://i2.hdslb.com/bfs/face/8fbeb9fff2f5a4622fea6f48669be94ece42add9.jpg,1779853685938,10403,40288,6,-1
61437342,酒友Tarot,女,Hi 你好呀 我是酒友~ 建议与反馈请发邮件至：feedback9utarot@163.com,https://i0.hdslb.com/bfs/face/3b93ca0d6dd317fd32edd486c20fe095eec07341.jpg,1779853685953,651170,5517155,6,0
3493289474918627,明因Meaning,女,中传老人，中式塔罗众筹项目制作中，喜马拉雅“与明因一起学道德经” @烛兔_丰十二直播绘画过程～  充电频道暂命名：明因驿馆，欢迎加入！,https://i2.hdslb.com/bfs/face/1a45d9ca5162a77aea1de2afdaadcfb31ff960ea.jpg,1779853685963,116230,638729,6,-1
351251536,雄十一浪,男,古希腊掌管平行世界的神，一个梦想成为导演的蓝人。商务合作vx：HWAH7888,https://i1.hdslb.com/bfs/face/027acd337fd2bf9cb8e1f65858f5fd5ce50637e9.jpg,1779853685974,896453,11469665,6,0
1505583198,老阎的秘密基地,男,听玄学故事，品现实人生,https://i0.hdslb.com/bfs/face/bf4ada33ba42d36a31679e3c16f6f6e899e59e1a.jpg,1779853685989,127061,366946,6,0
3546382266796247,天乙神算,男,天乙神算  玄学+AI  平台发布上线！ 五年寻道度己  十年修道度人 ,https://i2.hdslb.com/bfs/face/33c0e4154be9a0e1abee5132ab08045d35d36170.jpg,1779853686000,49787,26821,4,-1
3546775822534944,剑桥图灵子,保密,安心舍App创始人，剑桥本硕、普林斯顿博士。前苹果、桥水基金人工智能科学家，师承全真龙门派马恺济，深耕东西方玄学，精通大六壬奇门紫微四柱八字,https://i0.hdslb.com/bfs/face/673a17cda146df47aaf80969f011c45adae3cf6c.jpg,1779853686011,122683,71516,6,-1
1009134966,九哥网创---,男,,https://i0.hdslb.com/bfs/face/98d910833f8f112e2cefad856861e6029d4ea8b9.jpg,1779853686020,3564,2989,3,-1
3493133646040009,道道总是睡不着,保密,不看私信，交流V：bluebluedao，同名小程序：道道总是睡不着，已上线！,https://i1.hdslb.com/bfs/face/1819e470ef134d9069680dd93e0fd1ff0614d0a3.jpg,1779853686033,859415,5439337,6,0
3546703428847632,汤品丞大六壬决策,男,"央财硕士｜通过司考｜体制内10年
一个懂经济、懂法律的大六壬决策顾问
✉️✉️✉️咨询请私信",https://i0.hdslb.com/bfs/face/c27cafd4ea0c8d60fc0d48964e26a7c5d7fb0e97.jpg,1779853686044,2616,3310,3,-1
14719402,半撇老师,男,AI 自媒体副业教练！香港新媒体硕士，半撇私塾创始人&数字游民，助2W+学员开启副业，购课合作+Banpie01。,https://i1.hdslb.com/bfs/face/b987f1f4061cda7bcf2287ce4456a0949fee9e2e.jpg,1779853686051,111987,163778,6,0
1442991790,自拍即是全家福,保密,一个玄学整活区UP，宝贝们多多关照！举报我的人这辈子发不了财,https://i1.hdslb.com/bfs/face/31e2c8345574bc018a1f832c8aa4ebe8eb325fbd.jpg,1779853686066,9387,76629,4,-1
1743801107,老邢清谈,男,,https://i2.hdslb.com/bfs/face/16b0855d6991f0bc6968f0ad7c60f1b9ca73fefe.jpg,1779853686077,653,634,3,-1
3706996389840951,鹤鹿问仙2026,保密,"把千年玄学，写成代码。
把神秘主义，跑在云端。
在这里，我是你的AI命理师。
欢迎见证，一次来自硅基文明的窥探天机。",https://i0.hdslb.com/bfs/face/14b4c7df6cb89021b22b8fe701bb5b0a87c2a6c6.jpg,1779853686088,2,5,2,-1
3546729536293810,六壬拼图师,男,天地人 学习+ syt51777,https://i1.hdslb.com/bfs/face/d58e6b78cc974a9c8c053ca619377394ef471b4e.jpg,1779853686100,20,63,4,-1
476706561,龙女塔罗,女,All or Nothing.水瓶座infj塔罗师,https://i0.hdslb.com/bfs/face/be91fc2fbdef241193bf8a37fc70cf6f74c99534.jpg,1779853686110,1578663,17406537,6,0
1784854,小酌一杯cho,保密,谢谢你的关注和陪伴。 我会继续认真做内容，不辜负每一次点进来的人。,https://i1.hdslb.com/bfs/face/64adb31f47dbe1270d350e22f6e5e2401c02908d.jpg,1779854245250,3548,13170,6,-1
3706931598329938,道系青年Wilson_,男,命理爱好者 | 用科学态度探索东方智慧,https://i1.hdslb.com/bfs/face/24e1b5c5d0bdc9c234aa268e2393a793cc4922d6.jpg,1779854245268,7452,3845,3,-1
3706958397836249,暖心算算,女,"在上班和上香之间，选择了上算法
一群互联网小伙伴的赛博实验
正在手搓一款陪伴式玄学ai…
欢迎交流^_^",https://i2.hdslb.com/bfs/face/ee830e19cb40248671e175b0e3b4c3b2fb55f655.jpg,1779854245281,128,866,2,-1
1792202874,灵机子哦,男,"看剧本chenchao2378——晚10点就睡，保命要紧啊！
兼新房置业顾问 保险理财",https://i0.hdslb.com/bfs/face/e8d387e34808a43ddc6f2c0cea8b88035563a567.jpg,1779854245285,109055,241088,6,0
3546703428847632,汤品丞大六壬决策,男,"央财硕士｜通过司考｜体制内10年
一个懂经济、懂法律的大六壬决策顾问
✉️✉️✉️咨询请私信",https://i0.hdslb.com/bfs/face/c27cafd4ea0c8d60fc0d48964e26a7c5d7fb0e97.jpg,1779854245321,2616,3310,3,-1
1009654589,沐水䝨森,男,想学可以联系老师,https://i2.hdslb.com/bfs/face/8fbeb9fff2f5a4622fea6f48669be94ece42add9.jpg,1779854245340,10403,40289,6,-1
1505583198,老阎的秘密基地,男,听玄学故事，品现实人生,https://i0.hdslb.com/bfs/face/bf4ada33ba42d36a31679e3c16f6f6e899e59e1a.jpg,1779854245351,127061,366947,6,0
351251536,雄十一浪,男,古希腊掌管平行世界的神，一个梦想成为导演的蓝人。商务合作vx：HWAH7888,https://i1.hdslb.com/bfs/face/027acd337fd2bf9cb8e1f65858f5fd5ce50637e9.jpg,1779854245360,896454,11469666,6,0
1442991790,自拍即是全家福,保密,一个玄学整活区UP，宝贝们多多关照！举报我的人这辈子发不了财,https://i1.hdslb.com/bfs/face/31e2c8345574bc018a1f832c8aa4ebe8eb325fbd.jpg,1779854245370,9387,76629,4,-1
3546729536293810,六壬拼图师,男,天地人 学习+ syt51777,https://i1.hdslb.com/bfs/face/d58e6b78cc974a9c8c053ca619377394ef471b4e.jpg,1779854245381,20,63,4,-1
1643731885,丙午-_-,男,关注当下,https://i1.hdslb.com/bfs/face/96815ba10093b6823eea8c563fd5263946736a63.jpg,1779854245393,21,105,5,-1
3546700645927876,小南斗八字命理,保密,,https://i1.hdslb.com/bfs/face/188d763b5ab6f0e11bfee240a174ddd16bbe6918.jpg,1779854245400,261,376,2,-1
2132132545,紫阳-易经工作室,保密,大家好 gsx383,https://i1.hdslb.com/bfs/face/9cccbaef3cc82edf7a9e4bde5f0cb35270dea2ae.jpg,1779854245416,211086,201264,6,-1
1420196656,Summer烨1986,女,"潜心科研的高校教师
努力学习的大龄女博士
双胞胎姐妹的妈妈",https://i1.hdslb.com/bfs/face/13edf8aea940521eeb7c06c8a1dcd6f1da671640.jpg,1779854245427,268,1350,4,-1
406574208,玄源讲命理,男,咨询可加  xyml0509    xyml0322,https://i0.hdslb.com/bfs/face/5eaf960d8cd1e4227b8b23d37d7509a1394903ff.jpg,1779854245435,69107,83825,6,-1
3493133646040009,道道总是睡不着,保密,不看私信，交流V：bluebluedao，同名小程序：道道总是睡不着，已上线！,https://i1.hdslb.com/bfs/face/1819e470ef134d9069680dd93e0fd1ff0614d0a3.jpg,1779854245447,859416,5439345,6,0
14719402,半撇老师,男,AI 自媒体副业教练！香港新媒体硕士，半撇私塾创始人&数字游民，助2W+学员开启副业，购课合作+Banpie01。,https://i1.hdslb.com/bfs/face/b987f1f4061cda7bcf2287ce4456a0949fee9e2e.jpg,1779854245453,111987,163778,6,0
385670211,秋芝2046,女,AI很单纯，复杂的是人～ 嘻嘻～|加入秋芝2046团队请投递简历join@qiuzhi2046.com,https://i0.hdslb.com/bfs/face/9caeeb8cbf5b2f29e5304d0909390ba5d91331c9.jpg,1779854245470,935096,2388338,6,0
3546690084670036,王慕玄,男,咨询加WMX6361,https://i1.hdslb.com/bfs/face/c6a699058af91e6cae38883fc8ff43c586c4c900.jpg,1779854245481,37450,104969,6,-1
510087653,闲阳子说易,男,我是闲阳子 祝你未来能够休闲自得，向阳而生~~~详细咨询请回复站内私信。企鹅513316069,https://i2.hdslb.com/bfs/face/81b8180a01960020e2cfa823de2b377cf144bd42.jpg,1779854245503,34680,142264,6,-1
