video_id,video_type,title,desc,create_time,user_id,nickname,avatar,liked_count,disliked_count,video_play_count,video_favorite_count,video_share_count,video_coin_count,video_danmaku,video_comment,last_modify_ts,video_url,video_cover_url,source_keyword
116487398361992,video,千万！千万！别用AI算命！,人类 vs AI,1777456858,351251536,雄十一浪,https://i1.hdslb.com/bfs/face/027acd337fd2bf9cb8e1f65858f5fd5ce50637e9.jpg,15916,0,180366,2639,180,207,122,344,1779851068737,https://www.bilibili.com/video/av116487398361992,http://i1.hdslb.com/bfs/archive/f19ae4f68d17fa27f4a5e5fbd9b2ded75b6ea427.jpg,AI玄学
116390157618012,video,我们训练了所有的玄学模型！！！,,1775972968,3546775822534944,剑桥图灵子,https://i0.hdslb.com/bfs/face/673a17cda146df47aaf80969f011c45adae3cf6c.jpg,7778,0,122053,7578,832,436,10,405,1779851068743,https://www.bilibili.com/video/av116390157618012,http://i2.hdslb.com/bfs/archive/1a35cac9b4f6729c72e855d324c53bab46ea5ac5.jpg,AI玄学
116533351156582,video,保姆级教程，手把手教你用AI算命，小白也能直接上手,"核心秘诀在于：先让AI验证过去，再让它预测未来。

我把它拆解成了可复制的提问模板 + 喂数据步骤 + 进阶技巧，哪怕你完全不懂玄学、没有任何基础也能操作",1778205600,3546703428847632,汤品丞大六壬决策,https://i0.hdslb.com/bfs/face/c27cafd4ea0c8d60fc0d48964e26a7c5d7fb0e97.jpg,756,0,24228,1767,163,178,9,94,1779851068750,https://www.bilibili.com/video/av116533351156582,http://i2.hdslb.com/bfs/archive/3c5dfed8ff00182f123e7519195156aedb9b00f3.jpg,AI玄学
411682036,video,零代码！我用AI做了个占卜GPTs，外行秒变算命大师｜ChatGPT,,1706012701,14719402,半撇老师,https://i1.hdslb.com/bfs/face/b987f1f4061cda7bcf2287ce4456a0949fee9e2e.jpg,6040,0,136314,11000,2857,4292,706,1704,1779851068755,https://www.bilibili.com/video/av411682036,http://i1.hdslb.com/bfs/archive/15e1b08855cd5f1f36a6e86bdc395b974f4ea1f0.jpg,AI玄学
115893417871517,video,求求你们别把八字给AI了！这根本不是算命，这是在拿命运开玩笑！,,1768393672,1743801107,老邢清谈,https://i2.hdslb.com/bfs/face/16b0855d6991f0bc6968f0ad7c60f1b9ca73fefe.jpg,238,0,15309,275,87,74,9,107,1779851068762,https://www.bilibili.com/video/av115893417871517,http://i2.hdslb.com/bfs/archive/32752b4500c24068438134ed2a0d968ab57f9599.jpg,AI玄学
116641228654838,video,别再把八字发给 AI 了,别再把八字发给 AI 了，你以为在算命，其实是在交出一张“人生身份证”,1779804161,3546729536293810,六壬拼图师,https://i1.hdslb.com/bfs/face/d58e6b78cc974a9c8c053ca619377394ef471b4e.jpg,3,0,175,0,1,0,0,2,1779851068771,https://www.bilibili.com/video/av116641228654838,http://i2.hdslb.com/bfs/archive/3ab7145032f37c42e0ec83fb07e7528115b63ea9.jpg,AI玄学
115388272607376,video,《玄学术数实力排行》,,1760686187,3493133646040009,道道总是睡不着,https://i1.hdslb.com/bfs/face/1819e470ef134d9069680dd93e0fd1ff0614d0a3.jpg,18436,0,595749,20978,1814,1957,679,3283,1779851068777,https://www.bilibili.com/video/av115388272607376,http://i2.hdslb.com/bfs/archive/4bc413d7c061c6f27c7a48a923f5964317f6132f.jpg,AI玄学
116630139049344,video,ai玄学为什么普遍垃圾，我做了个不一样的,-,1779634880,3706996389840951,鹤鹿问仙2026,https://i0.hdslb.com/bfs/face/14b4c7df6cb89021b22b8fe701bb5b0a87c2a6c6.jpg,3,0,22,0,0,0,0,4,1779851068782,https://www.bilibili.com/video/av116630139049344,http://i2.hdslb.com/bfs/archive/4a5e23efd96f9c7a0a64b30d7327953494abd7ac.jpg,AI玄学
116611818395216,video,关于AI算八字的所有复盘总结,-,1779355235,1643731885,丙午-_-,https://i1.hdslb.com/bfs/face/96815ba10093b6823eea8c563fd5263946736a63.jpg,4,0,163,4,0,0,0,2,1779851068790,https://www.bilibili.com/video/av116611818395216,http://i2.hdslb.com/bfs/archive/3728fd985ced0fcd2bed2520afcd7796f6a0750b.jpg,AI玄学
114742433683281,video,找当地一个算命很准的大师，算马斯克的八字，还真挺准！！（关于马斯克的八字争议比较多，都说要换算成子月，但我之前在香港咨询了很多大师，大部分都说不换算也能算准）,-,1750830848,1442991790,自拍即是全家福,https://i1.hdslb.com/bfs/face/31e2c8345574bc018a1f832c8aa4ebe8eb325fbd.jpg,34703,0,1068866,11103,5907,2309,1880,6256,1779851068796,https://www.bilibili.com/video/av114742433683281,http://i0.hdslb.com/bfs/archive/ab094cf86538da8cbc10cd7e20228ca6f659b485.jpg,AI玄学
116571703871711,video,我做了一个结合八字+紫微+老黄历+六爻的命理 AI Agent 「AI赛博算命」,"哈喽大家好，我是 Wilson。

最近我给 FateMaster 做了一个我自己觉得特别有意思的新功能：

「命理 AI Agent」。

和以前那种单独使用八字、紫微、六爻、黄历的方式不一样。

这次你不需要自己决定：
用什么术数
看哪个工具
什么时候起盘
什么时候择日
你只需要提出问题。

AI 会自己思考：
什么时候用八字、
什么时候结合紫微斗数、
什么时候起六爻、
什么时候调用黄历择日，
甚至会把多个体系融合起来一起分析。

而且它还有持续记忆能力。

它会慢慢记住：
你的人生阶段、
最近关注的问题、
长期反复出现的困惑。

这期视频里，
我演示了两个案例：

1️⃣ 八字 + 紫微综合分析
“今年是否适合外出求财？”

2️⃣ 黄历择日案例
“下周哪天适合出差？”

可以看到 AI 会自己：
排盘
查询黄历
分析冲煞
综合多个体系给出结论
后面甚至还可以继续结合：
六爻、
大运流年、
紫微大限，
做交叉验证。


感兴趣的话，
欢迎你们也拿一些问题去测试一下。
说不定会有意外收获。
#命理AI
#AIAgent
#八字
#紫微斗数
#六爻
#黄历
#择日
#AI工具
#Fa",1778743339,3706931598329938,道系青年Wilson_,https://i1.hdslb.com/bfs/face/24e1b5c5d0bdc9c234aa268e2393a793cc4922d6.jpg,2274,0,33186,1746,181,2320,29,2801,1779853685876,https://www.bilibili.com/video/av116571703871711,http://i2.hdslb.com/bfs/archive/9be09e84993d4a60b46b0d86fdd9b25d67e33600.jpg,AI玄学
114775602236447,video,手把手教你DeepSeek算命提问方法应用指南！,-,1751336943,1792202874,灵机子哦,https://i0.hdslb.com/bfs/face/e8d387e34808a43ddc6f2c0cea8b88035563a567.jpg,12112,0,445748,24204,4196,3402,331,1259,1779853685897,https://www.bilibili.com/video/av114775602236447,http://i0.hdslb.com/bfs/archive/ce4b5c73e4d5ca7e12adc10751e7f2ec8c5939b4.jpg,AI玄学
114958440405845,video,【2025扣子实操教学】Coze工作流一键生成道教玄学视频！AI批量生成视频！玄学赛道必备！零基础扣子教程——AI创作_AI视频_AI绘画_AIGC人工智能,"【2025扣子实操教学】Coze工作流一键生成道教玄学视频！AI批量生成视频！玄学赛道必备！零基础扣子教程——AI创作_AI视频_AI绘画_AIGC人工智能
玄学赛道_道士必备工作流，一键生成道教玄学视频
还在为剪视频/找素材烦恼吗？用扣子工作流，1min生成一条视频，大大提高工作效率！
手把手教你从零搭建，新手小白/手残党也能轻松入门！超详细教程！
提示词和代码已经打包好！想要的可以 一 键 三 联 + 关 注，在评论区回复：已 三 连，有其他需求的也可以找我
持续更新中哦~",1754134200,3493293488867684,米核AI大琪,https://i2.hdslb.com/bfs/face/c11aeabea89ab0c25a33db8997a852c64dc9f5af.jpg,302,0,6788,467,89,309,34,174,1779853685911,https://www.bilibili.com/video/av114958440405845,http://i0.hdslb.com/bfs/archive/3bf9020ea308c76bb1ff0c8e4b383d2383744bc1.jpg,AI玄学
116068001520905,video,Ai算命哪家强？,,1771057444,1784854,小酌一杯cho,https://i1.hdslb.com/bfs/face/64adb31f47dbe1270d350e22f6e5e2401c02908d.jpg,1098,0,113111,1447,263,175,34,554,1779853685922,https://www.bilibili.com/video/av116068001520905,http://i1.hdslb.com/bfs/archive/25cc69375dc3ded683c329185e2412846ef970bb.jpg,AI玄学
115321818062718,video,不要用Ai给自己测八字！！,-,1759671500,1009654589,沐水䝨森,https://i2.hdslb.com/bfs/face/8fbeb9fff2f5a4622fea6f48669be94ece42add9.jpg,6723,0,732532,4350,1154,2954,267,4794,1779853685938,https://www.bilibili.com/video/av115321818062718,http://i0.hdslb.com/bfs/archive/e9ec9b55c47107375b022019fe95961eff15d0c5.jpg,AI玄学
116616280935005,video,人工智能未来3年发展，ai能否代替玄学师傅？,"娱乐为主，请务必理智看待～
本期音轨因麦克风接触不良有小问题，请大家见谅～",1779847800,61437342,酒友Tarot,https://i0.hdslb.com/bfs/face/3b93ca0d6dd317fd32edd486c20fe095eec07341.jpg,109,0,2158,26,4,37,6,22,1779853685948,https://www.bilibili.com/video/av116616280935005,http://i1.hdslb.com/bfs/archive/f2db1ec0ab635306410ca2d7a95bb5b3c3247ac4.jpg,AI玄学
113996568986144,video,玄学从业者对于ai时代到来后，年轻人如何自处的建议。|明因聊玄,,1739449649,3493289474918627,明因Meaning,https://i2.hdslb.com/bfs/face/1a45d9ca5162a77aea1de2afdaadcfb31ff960ea.jpg,5505,0,46927,4115,274,1714,79,176,1779853685958,https://www.bilibili.com/video/av113996568986144,http://i2.hdslb.com/bfs/archive/8f9087f9fc8ee14ee6c57f1cf246575c343c1cb9.jpg,AI玄学
116487398361992,video,千万！千万！别用AI算命！,人类 vs AI,1777456858,351251536,雄十一浪,https://i1.hdslb.com/bfs/face/027acd337fd2bf9cb8e1f65858f5fd5ce50637e9.jpg,15917,0,180386,2639,180,207,122,344,1779853685971,https://www.bilibili.com/video/av116487398361992,http://i1.hdslb.com/bfs/archive/f19ae4f68d17fa27f4a5e5fbd9b2ded75b6ea427.jpg,AI玄学
115602819649591,video,《老阎》逸播道长讲解，命会越算越薄吗？AI算命靠谱吗？,,1763959112,1505583198,老阎的秘密基地,https://i0.hdslb.com/bfs/face/bf4ada33ba42d36a31679e3c16f6f6e899e59e1a.jpg,700,0,42953,518,95,141,53,165,1779853685984,https://www.bilibili.com/video/av115602819649591,http://i1.hdslb.com/bfs/archive/b9e4166b3359cec17f012c4700f697cd1e9178b9.jpg,AI玄学
116527881848327,video,AI正在攻克玄学最后的壁垒,-,1778074591,3546382266796247,天乙神算,https://i2.hdslb.com/bfs/face/33c0e4154be9a0e1abee5132ab08045d35d36170.jpg,325,0,10407,343,44,79,14,356,1779853685994,https://www.bilibili.com/video/av116527881848327,http://i1.hdslb.com/bfs/archive/bb084c83b9e9f730b1c0abd19dd07ffdbb874670.jpg,AI玄学
116390157618012,video,我们训练了所有的玄学模型！！！,,1775972968,3546775822534944,剑桥图灵子,https://i0.hdslb.com/bfs/face/673a17cda146df47aaf80969f011c45adae3cf6c.jpg,7782,0,122079,7582,832,437,10,405,1779853686004,https://www.bilibili.com/video/av116390157618012,http://i2.hdslb.com/bfs/archive/1a35cac9b4f6729c72e855d324c53bab46ea5ac5.jpg,AI玄学
114991038468124,video,【AI+国学短视频】用AI制作国学短视频，27条作品，12W粉，15分钟制作一条成品，全流程项目拆解实操分享。,,1754624061,1009134966,九哥网创---,https://i0.hdslb.com/bfs/face/98d910833f8f112e2cefad856861e6029d4ea8b9.jpg,47,0,2611,135,21,18,0,6,1779853686015,https://www.bilibili.com/video/av114991038468124,http://i2.hdslb.com/bfs/archive/e294ae6d29eabb87e6e4571c3f6722ebf51081a5.jpg,AI玄学
115388272607376,video,《玄学术数实力排行》,,1760686187,3493133646040009,道道总是睡不着,https://i1.hdslb.com/bfs/face/1819e470ef134d9069680dd93e0fd1ff0614d0a3.jpg,18436,0,595789,20978,1814,1957,679,3283,1779853686025,https://www.bilibili.com/video/av115388272607376,http://i2.hdslb.com/bfs/archive/4bc413d7c061c6f27c7a48a923f5964317f6132f.jpg,AI玄学
116533351156582,video,保姆级教程，手把手教你用AI算命，小白也能直接上手,"核心秘诀在于：先让AI验证过去，再让它预测未来。

我把它拆解成了可复制的提问模板 + 喂数据步骤 + 进阶技巧，哪怕你完全不懂玄学、没有任何基础也能操作",1778205600,3546703428847632,汤品丞大六壬决策,https://i0.hdslb.com/bfs/face/c27cafd4ea0c8d60fc0d48964e26a7c5d7fb0e97.jpg,757,0,24259,1767,163,178,9,94,1779853686036,https://www.bilibili.com/video/av116533351156582,http://i2.hdslb.com/bfs/archive/3c5dfed8ff00182f123e7519195156aedb9b00f3.jpg,AI玄学
411682036,video,零代码！我用AI做了个占卜GPTs，外行秒变算命大师｜ChatGPT,,1706012701,14719402,半撇老师,https://i1.hdslb.com/bfs/face/b987f1f4061cda7bcf2287ce4456a0949fee9e2e.jpg,6040,0,136315,11000,2857,4292,706,1704,1779853686049,https://www.bilibili.com/video/av411682036,http://i1.hdslb.com/bfs/archive/15e1b08855cd5f1f36a6e86bdc395b974f4ea1f0.jpg,AI玄学
114742433683281,video,找当地一个算命很准的大师，算马斯克的八字，还真挺准！！（关于马斯克的八字争议比较多，都说要换算成子月，但我之前在香港咨询了很多大师，大部分都说不换算也能算准）,-,1750830848,1442991790,自拍即是全家福,https://i1.hdslb.com/bfs/face/31e2c8345574bc018a1f832c8aa4ebe8eb325fbd.jpg,34704,0,1068896,11103,5907,2309,1880,6256,1779853686058,https://www.bilibili.com/video/av114742433683281,http://i0.hdslb.com/bfs/archive/ab094cf86538da8cbc10cd7e20228ca6f659b485.jpg,AI玄学
115893417871517,video,求求你们别把八字给AI了！这根本不是算命，这是在拿命运开玩笑！,,1768393672,1743801107,老邢清谈,https://i2.hdslb.com/bfs/face/16b0855d6991f0bc6968f0ad7c60f1b9ca73fefe.jpg,238,0,15316,275,87,74,9,107,1779853686072,https://www.bilibili.com/video/av115893417871517,http://i2.hdslb.com/bfs/archive/32752b4500c24068438134ed2a0d968ab57f9599.jpg,AI玄学
116630139049344,video,ai玄学为什么普遍垃圾，我做了个不一样的,-,1779634880,3706996389840951,鹤鹿问仙2026,https://i0.hdslb.com/bfs/face/14b4c7df6cb89021b22b8fe701bb5b0a87c2a6c6.jpg,3,0,22,0,0,0,0,4,1779853686082,https://www.bilibili.com/video/av116630139049344,http://i2.hdslb.com/bfs/archive/4a5e23efd96f9c7a0a64b30d7327953494abd7ac.jpg,AI玄学
116641228654838,video,别再把八字发给 AI 了,别再把八字发给 AI 了，你以为在算命，其实是在交出一张“人生身份证”,1779804161,3546729536293810,六壬拼图师,https://i1.hdslb.com/bfs/face/d58e6b78cc974a9c8c053ca619377394ef471b4e.jpg,3,0,184,0,1,0,0,2,1779853686094,https://www.bilibili.com/video/av116641228654838,http://i2.hdslb.com/bfs/archive/3ab7145032f37c42e0ec83fb07e7528115b63ea9.jpg,AI玄学
756088244,video,塔罗预测：人工智能未来十年发展，人工智能在未来会拥有自主意识吗？会和人类和平相处吗？,-,1610100021,476706561,龙女塔罗,https://i0.hdslb.com/bfs/face/be91fc2fbdef241193bf8a37fc70cf6f74c99534.jpg,2733,0,47906,785,517,996,817,434,1779853686102,https://www.bilibili.com/video/av756088244,http://i1.hdslb.com/bfs/archive/c4008e4cc9db283f58ca276cc431cbef6170077a.jpg,AI玄学
116068001520905,video,Ai算命哪家强？,,1771057444,1784854,小酌一杯cho,https://i1.hdslb.com/bfs/face/64adb31f47dbe1270d350e22f6e5e2401c02908d.jpg,1099,0,113115,1447,263,175,34,554,1779854245248,https://www.bilibili.com/video/av116068001520905,http://i1.hdslb.com/bfs/archive/25cc69375dc3ded683c329185e2412846ef970bb.jpg,AI算命
116571703871711,video,我做了一个结合八字+紫微+老黄历+六爻的命理 AI Agent 「AI赛博算命」,"哈喽大家好，我是 Wilson。

最近我给 FateMaster 做了一个我自己觉得特别有意思的新功能：

「命理 AI Agent」。

和以前那种单独使用八字、紫微、六爻、黄历的方式不一样。

这次你不需要自己决定：
用什么术数
看哪个工具
什么时候起盘
什么时候择日
你只需要提出问题。

AI 会自己思考：
什么时候用八字、
什么时候结合紫微斗数、
什么时候起六爻、
什么时候调用黄历择日，
甚至会把多个体系融合起来一起分析。

而且它还有持续记忆能力。

它会慢慢记住：
你的人生阶段、
最近关注的问题、
长期反复出现的困惑。

这期视频里，
我演示了两个案例：

1️⃣ 八字 + 紫微综合分析
“今年是否适合外出求财？”

2️⃣ 黄历择日案例
“下周哪天适合出差？”

可以看到 AI 会自己：
排盘
查询黄历
分析冲煞
综合多个体系给出结论
后面甚至还可以继续结合：
六爻、
大运流年、
紫微大限，
做交叉验证。


感兴趣的话，
欢迎你们也拿一些问题去测试一下。
说不定会有意外收获。
#命理AI
#AIAgent
#八字
#紫微斗数
#六爻
#黄历
#择日
#AI工具
#Fa",1778743339,3706931598329938,道系青年Wilson_,https://i1.hdslb.com/bfs/face/24e1b5c5d0bdc9c234aa268e2393a793cc4922d6.jpg,2274,0,33193,1746,181,2320,29,2801,1779854245250,https://www.bilibili.com/video/av116571703871711,http://i2.hdslb.com/bfs/archive/9be09e84993d4a60b46b0d86fdd9b25d67e33600.jpg,AI算命
116622488504471,video,算算TV｜焦虑的当代年轻人，到底有多沉迷ai算命？,"AI命理网站「暖心算算」
首批内测正式开启 🔮

参与本次内测，你将收获专属福利：
💎 解锁完整版人生报告
💎 AI算算三日无限次对话
💎 填写反馈问卷，再延一天体验
（本次内测仅限50个名额，先到先得）

我们希望能收到你的真实反馈，你的每一条意见，都会帮助暖心算算变得更好。

🔍 我们在找怎样的你：
- 对玄学、命理、MBTI有天然好奇心
- 喜欢探索自我，想通过命理了解自己的隐藏特质
- 愿意尝试新鲜事物，对AI有兴趣
- 乐于分享真实体验，帮我们一起打磨产品

📮 参与方式：
1. 点赞 / 收藏 / 关注
2. 评论区留言【暖心算算内测】
3. 私信小暖，加入【暖心算算内测官方群】，小暖会逐一派发专属邀请码

⚙️内测说明：
本次内测网站仅限电脑端使用。

💫 欢迎走进暖心算算的世界，我们一起去遇见未知的自己。",1779518129,3706958397836249,暖心算算,https://i2.hdslb.com/bfs/face/ee830e19cb40248671e175b0e3b4c3b2fb55f655.jpg,221,0,1220,178,10,27,0,24,1779854245268,https://www.bilibili.com/video/av116622488504471,http://i0.hdslb.com/bfs/archive/54c8e19a3c92d164ac78d43c228fb357a23f470e.jpg,AI算命
114775602236447,video,手把手教你DeepSeek算命提问方法应用指南！,-,1751336943,1792202874,灵机子哦,https://i0.hdslb.com/bfs/face/e8d387e34808a43ddc6f2c0cea8b88035563a567.jpg,12112,0,445748,24204,4196,3402,331,1259,1779854245285,https://www.bilibili.com/video/av114775602236447,http://i0.hdslb.com/bfs/archive/ce4b5c73e4d5ca7e12adc10751e7f2ec8c5939b4.jpg,AI算命
116533351156582,video,保姆级教程，手把手教你用AI算命，小白也能直接上手,"核心秘诀在于：先让AI验证过去，再让它预测未来。

我把它拆解成了可复制的提问模板 + 喂数据步骤 + 进阶技巧，哪怕你完全不懂玄学、没有任何基础也能操作",1778205600,3546703428847632,汤品丞大六壬决策,https://i0.hdslb.com/bfs/face/c27cafd4ea0c8d60fc0d48964e26a7c5d7fb0e97.jpg,757,0,24268,1767,163,178,9,94,1779854245306,https://www.bilibili.com/video/av116533351156582,http://i2.hdslb.com/bfs/archive/3c5dfed8ff00182f123e7519195156aedb9b00f3.jpg,AI算命
115321818062718,video,不要用Ai给自己测八字！！,-,1759671500,1009654589,沐水䝨森,https://i2.hdslb.com/bfs/face/8fbeb9fff2f5a4622fea6f48669be94ece42add9.jpg,6723,0,732561,4350,1154,2954,267,4794,1779854245334,https://www.bilibili.com/video/av115321818062718,http://i0.hdslb.com/bfs/archive/e9ec9b55c47107375b022019fe95961eff15d0c5.jpg,AI算命
115602819649591,video,《老阎》逸播道长讲解，命会越算越薄吗？AI算命靠谱吗？,,1763959112,1505583198,老阎的秘密基地,https://i0.hdslb.com/bfs/face/bf4ada33ba42d36a31679e3c16f6f6e899e59e1a.jpg,700,0,42954,518,95,141,53,165,1779854245346,https://www.bilibili.com/video/av115602819649591,http://i1.hdslb.com/bfs/archive/b9e4166b3359cec17f012c4700f697cd1e9178b9.jpg,AI算命
116487398361992,video,千万！千万！别用AI算命！,人类 vs AI,1777456858,351251536,雄十一浪,https://i1.hdslb.com/bfs/face/027acd337fd2bf9cb8e1f65858f5fd5ce50637e9.jpg,15918,0,180390,2639,180,207,122,344,1779854245356,https://www.bilibili.com/video/av116487398361992,http://i1.hdslb.com/bfs/archive/f19ae4f68d17fa27f4a5e5fbd9b2ded75b6ea427.jpg,AI算命
114742433683281,video,找当地一个算命很准的大师，算马斯克的八字，还真挺准！！（关于马斯克的八字争议比较多，都说要换算成子月，但我之前在香港咨询了很多大师，大部分都说不换算也能算准）,-,1750830848,1442991790,自拍即是全家福,https://i1.hdslb.com/bfs/face/31e2c8345574bc018a1f832c8aa4ebe8eb325fbd.jpg,34704,0,1068900,11103,5907,2309,1880,6257,1779854245366,https://www.bilibili.com/video/av114742433683281,http://i0.hdslb.com/bfs/archive/ab094cf86538da8cbc10cd7e20228ca6f659b485.jpg,AI算命
116641228654838,video,别再把八字发给 AI 了,别再把八字发给 AI 了，你以为在算命，其实是在交出一张“人生身份证”,1779804161,3546729536293810,六壬拼图师,https://i1.hdslb.com/bfs/face/d58e6b78cc974a9c8c053ca619377394ef471b4e.jpg,3,0,187,0,1,0,0,2,1779854245377,https://www.bilibili.com/video/av116641228654838,http://i2.hdslb.com/bfs/archive/3ab7145032f37c42e0ec83fb07e7528115b63ea9.jpg,AI算命
116611818395216,video,关于AI算八字的所有复盘总结,-,1779355235,1643731885,丙午-_-,https://i1.hdslb.com/bfs/face/96815ba10093b6823eea8c563fd5263946736a63.jpg,4,0,164,4,0,0,0,2,1779854245387,https://www.bilibili.com/video/av116611818395216,http://i2.hdslb.com/bfs/archive/3728fd985ced0fcd2bed2520afcd7796f6a0750b.jpg,AI算命
